 112  propose sélection (obj, DESCR) 
   1  transcrire témoignages (obj, DESCR) 
   1  traîne aura (obj, TITRE) 
   1  trahir esprits (obj, DESCR) 
   1  trahi peuples (obj, TITRE) 
   1  traduit œuvres (obj, DESCR) 
   1  traduit livres (obj, DESCR) 
   1  traduit elle-même (obj, DESCR) 
   1  traduit angoisses (obj, TITRE) 
   1  traduisent blessures (obj, DESCR) 
   1  traduire Automoribundia (obj, DESCR) 
   1  trace contours (obj, DESCR) 
   1  toute filière (obj, DESCR) 
   1  tout ouvert (iobj, DESCR) 
   1  tout mettre (obj, DESCR) 
   1  tout faire (obj, DESCR) 
   1  tout dessiner (obj, TITRE) 
   1  tourner tête (obj, DESCR) 
   1  tourner page (obj, TITRE) 
   1  tourner page (obj, DESCR) 
   1  tourner Dark (obj, DESCR) 
   1  tourner Charlots (obj, TITRE) 
   1  tournée titres (obj, DESCR) 
   1  tourne page (obj, DESCR) 
   1  tourne dos (obj, TITRE) 
   1  tourné dizaine (obj, DESCR) 
   1  tourne conte (obj, DESCR) 
   1  tourmentées binôme (obj, DESCR) 
   1  tour occasion (obj, DESCR) 
   1  touchons peau (obj, TITRE) 
   1  toucheront millions (obj, DESCR) 
   1  toucher large (obj, DESCR) 
   1  touché secteur (obj, DESCR) 
   1  touché revenu (obj, TITRE) 
   1  touché rédaction (obj, DESCR) 
   1  touche profession (obj, DESCR) 
   1  touche librairies (obj, DESCR) 
   1  touchant rythme (obj, DESCR) 
   1  touchait allocation (obj, DESCR) 
   1  touchait aide (obj, TITRE) 
   1  totalement Wim (obj, DESCR) 
   1  tordre cou (obj, DESCR) 
   1  tomber records (obj, TITRE) 
   1  tomber gouvernement (obj, DESCR) 
   1  tomber familles (obj, DESCR) 
   1  tomber effondrisme (obj, TITRE) 
   1  tombait auteur (obj, DESCR) 
   1  tolérer inégalité (obj, DESCR) 
   1  tolère fragilité (obj, TITRE) 
   1  tissé récit (obj, DESCR) 
   1  tisse métaphore (obj, DESCR) 
   1  tisse fiction (obj, DESCR) 
   1  tirer oreille (obj, TITRE) 
   1  tirer meilleur (obj, TITRE) 
   1  tirer bilan (obj, TITRE) 
   1  tiré profit (obj, DESCR) 
   1  tiré leçons (obj, DESCR) 
   1  tient promesses (obj, TITRE) 
   1  tient haut (obj, DESCR) 
   1  tient échoppe (obj, DESCR) 
   1  tient chronique (obj, DESCR) 
   1  tient activité (obj, DESCR) 
   1  tient Antoinette (obj, DESCR) 
   1  tiennent journal (obj, DESCR) 
   1  tiendra percée (obj, DESCR) 
   1  tiendra androïde (obj, DESCR) 
   1  thriller film (obj, DESCR) 
   1  tester robustesse (obj, DESCR) 
   1  terni image (obj, DESCR) 
   1  terminer écriture (obj, DESCR) 
   1  terminer année (obj, TITRE) 
   1  tenu rôle (obj, DESCR) 
   1  tenu responsable (obj, TITRE) 
   1  tenter tour (obj, DESCR) 
   1  tenir soi-même (obj, TITRE) 
   1  tenir rêve (obj, TITRE) 
   1  tenir connu (obj, TITRE) 
   1  tenir Foire (obj, DESCR) 
   1  tendre main (obj, TITRE) 
   1  tend micro (obj, DESCR) 
   1  tenant tête (obj, DESCR) 
   1  tenant drame (obj, DESCR) 
   1  témoignent deux (obj, DESCR) 
   1  témoignent Pavillon (obj, DESCR) 
   1  témoigne succès (obj, DESCR) 
   1  témoigne exposition (obj, DESCR) 
   1  témoigne contemporain (obj, DESCR) 
   1  témoigne amoureux (obj, DESCR) 
   1  témoigne Nuit (obj, DESCR) 
   1  témoigne 4e (obj, DESCR) 
   1  telle spectatrice (obj, DESCR) 
   1  teinter œuvres (obj, DESCR) 
   1  te tandem (obj, DESCR) 
   1  talentueux évoquent (iobj, DESCR) 
   1  talent thème (obj, DESCR) 
   1  taire Germain (obj, TITRE) 
   1  tailler place (obj, TITRE) 
   1  taille costume (obj, DESCR) 
   1  t no (obj, TITRE) 
   1  systématise effet (obj, DESCR) 
   1  synchronisant données (obj, DESCR) 
   1  symbolise élévation (obj, DESCR) 
   1  symbolisait époque (obj, DESCR) 
   1  suspendent parutions (obj, DESCR) 
   1  susciter ire (obj, DESCR) 
   1  susciter désir (obj, DESCR) 
   1  susciter création (obj, DESCR) 
   1  suscitent suspicion (obj, DESCR) 
   1  suscitent écrits (obj, DESCR) 
   1  suscité vague (obj, DESCR) 
   1  suscité sarcasmes (obj, DESCR) 
   1  suscite plus (obj, DESCR) 
   1  suscité indignation (obj, DESCR) 
   1  suscite incertitude (obj, DESCR) 
   1  suscité fort (obj, DESCR) 
   1  suscité enthousiasme (obj, DESCR) 
   1  suscité appétit (obj, DESCR) 
   1  suscitant tollé (obj, DESCR) 
   1  suscitant renouveau (obj, DESCR) 
   1  survoler engagements (obj, DESCR) 
   1  survit amour (obj, DESCR) 
   1  survient jours (obj, DESCR) 
   1  surprend il (iobj, DESCR) 
   1  surprend fois (obj, DESCR) 
   1  surnommée diamant (obj, DESCR) 
   1  surnommée Callas (obj, DESCR) 
   1  surmonter crise (obj, DESCR) 
   1  sur saga (obj, DESCR) 
   1  sur prouesse (obj, DESCR) 
   1  sur famine (obj, DESCR) 
   1  sur commissaire (obj, DESCR) 
   1  sur Dre (obj, DESCR) 
   1  supprimer terme (obj, DESCR) 
   1  supprimer save (obj, TITRE) 
   1  supprimer discrimination (obj, TITRE) 
   1  supprimer % (obj, DESCR) 
   1  supprimé possibilité (obj, DESCR) 
   1  supposée explosive (obj, TITRE) 
   1  supporter dureté (obj, TITRE) 
   1  supporter catastrophes (obj, DESCR) 
   1  supervisé conception (obj, DESCR) 
   1  suivre muni (obj, DESCR) 
   1  suivre impression (obj, DESCR) 
   1  suivre formation (obj, DESCR) 
   1  suivre études (obj, DESCR) 
   1  suivre danseurs (obj, DESCR) 
   1  suivra pandémie (obj, DESCR) 
   1  suivons palmes (obj, DESCR) 
   1  suivit général (obj, DESCR) 
   1  suivi travail (obj, DESCR) 
   1  suivi procès (obj, DESCR) 
   1  suivi parcours (obj, DESCR) 
   1  suivi mort (obj, DESCR) 
   1  suivi douzaine (obj, DESCR) 
   1  suivi détenues (obj, DESCR) 
   1  suivi campagnes (obj, DESCR) 
   1  suivi campagne (obj, DESCR) 
   1  suivi ascension (obj, DESCR) 
   1  suivi adieux (obj, DESCR) 
   1  suit virée (obj, DESCR) 
   1  suit relation (obj, DESCR) 
   1  suit quotidien (obj, DESCR) 
   1  suit profils (obj, DESCR) 
   1  suit précepte (obj, DESCR) 
   1  suit parcours (obj, DESCR) 
   1  suit notes (obj, TITRE) 
   1  suit moine (obj, DESCR) 
   1  suit métamorphoses (obj, DESCR) 
   1  suit mésaventures (obj, DESCR) 
   1  suit lignes (obj, TITRE) 
   1  suit journée (obj, DESCR) 
   1  suit héroïne (obj, DESCR) 
   1  suit fable (obj, DESCR) 
   1  suit enquête (obj, DESCR) 
   1  suit écrivaine (obj, DESCR) 
   1  suit combat (obj, DESCR) 
   1  suit chargement (obj, DESCR) 
   1  suit affrontement (obj, DESCR) 
   1  succombé samedi (obj, DESCR) 
   1  succombé lundi (obj, DESCR) 
   1  succéder chef (obj, DESCR) 
   1  succède histoire (obj, DESCR) 
   1  subtilisé cerveau (obj, DESCR) 
   1  subordonnera art (obj, TITRE) 
   1  subliment trésors (obj, DESCR) 
   1  sublime rencontre (obj, DESCR) 
   1  subit peine (obj, DESCR) 
   1  subir cure (obj, TITRE) 
   1  subi guerre (obj, DESCR) 
   1  su saison (obj, TITRE) 
   1  su peur (obj, DESCR) 
   1  su album (obj, DESCR) 
   1  su Monde (obj, DESCR) 
   1  structuré hip-hop (obj, DESCR) 
   1  structuré cinéphilie (obj, TITRE) 
   1  stopper violences (obj, TITRE) 
   1  stopper afflux (obj, DESCR) 
   1  stimuler dialogue (obj, DESCR) 
   1  stimulant tableau (obj, DESCR) 
   1  starisé profession (obj, DESCR) 
   1  spécialisé choix (obj, DESCR) 
   1  souvent fibre (obj, DESCR) 
   1  soutient Roman (obj, DESCR) 
   1  soutenu tentative (obj, DESCR) 
   1  soutenir soignants (obj, TITRE) 
   1  soutenir secteur (obj, TITRE) 
   1  soutenir obscures (obj, DESCR) 
   1  soutenir liste (obj, DESCR) 
   1  soutenir librairies (obj, TITRE) 
   1  soutenir filière (obj, DESCR) 
   1  soutenir distributeurs (obj, DESCR) 
   1  soutenir commande (obj, TITRE) 
   1  soutenir artistes (obj, TITRE) 
   1  soutenir art (obj, DESCR) 
   1  sous-représentation mise (obj, DESCR) 
   1  sourdre ce (obj, TITRE) 
   1  soupçonnait sida (obj, DESCR) 
   1  soumettre production (obj, DESCR) 
   1  soumettent textes (obj, DESCR) 
   1  souligner zones (obj, DESCR) 
   1  soulignent historiens (obj, DESCR) 
   1  soulignent faiblesse (obj, DESCR) 
   1  souligné ministre (obj, DESCR) 
   1  souligne importance (obj, DESCR) 
   1  souligné façon (obj, DESCR) 
   1  souligne doutes (obj, DESCR) 
   1  souligne complexité (obj, DESCR) 
   1  souligne clairvoyance (obj, DESCR) 
   1  souligne biographe (obj, DESCR) 
   1  soulève question (obj, DESCR) 
   1  soulevant bronca (obj, DESCR) 
   1  souhaitent évolution (obj, DESCR) 
   1  souhaite restitution (obj, DESCR) 
   1  souhaite cession (obj, DESCR) 
   1  souhaitant publier (obj, DESCR) 
   1  souffre secteur (obj, DESCR) 
   1  souffre 7e (obj, DESCR) 
   1  soufflent tempête (obj, TITRE) 
   1  souffle chaud (obj, TITRE) 
   1  sortiront Ce (iobj, DESCR) 
   1  sortira films (obj, TITRE) 
   1  sortira chose (obj, TITRE) 
   1  sortira 14 (obj, DESCR) 
   1  sortir violons (obj, TITRE) 
   1  sortir vies (obj, DESCR) 
   1  sortir soi (obj, DESCR) 
   1  sortir pistolets (obj, DESCR) 
   1  sortir loups (obj, TITRE) 
   1  sortir livre (obj, DESCR) 
   1  sortir institution (obj, DESCR) 
   1  sortir humanité (obj, DESCR) 
   1  sortir films (obj, TITRE) 
   1  sortir film (obj, DESCR) 
   1  sortir enfin (obj, DESCR) 
   1  sortir blockbuster (obj, DESCR) 
   1  sortir album (obj, DESCR) 
   1  sorti novembre (obj, DESCR) 
   1  sorti fin (obj, DESCR) 
   1  sorti création (obj, DESCR) 
   1  sortez mouchoirs (obj, TITRE) 
   1  sort métrage (obj, DESCR) 
   1  sort film (obj, DESCR) 
   1  sort épisode (obj, DESCR) 
   1  sonder crime (obj, DESCR) 
   1  sonder Amérique (obj, DESCR) 
   1  sonde origines (obj, DESCR) 
   1  sonde désolation (obj, DESCR) 
   1  sondant culpabilité (obj, DESCR) 
   1  son période (obj, DESCR) 
   1  son monde (obj, DESCR) 
   1  son cinéaste (obj, DESCR) 
   1  son célébrations (obj, DESCR) 
   1  son artiste (obj, DESCR) 
   1  son actrice (obj, DESCR) 
   1  sollicité combattants (obj, DESCR) 
   1  solder comptes (obj, DESCR) 
   1  solariser photos (obj, TITRE) 
   1  soigner esprits (obj, TITRE) 
   1  slovène Matjaz (obj, DESCR) 
   1  situé film (obj, DESCR) 
   1  sillonné pistes (obj, DESCR) 
   1  sillonne discographie (obj, TITRE) 
   1  sillonné côte (obj, DESCR) 
   1  sillonné Midwest (obj, DESCR) 
   1  sillonné Cambodge (obj, DESCR) 
   1  signifie réouverture (obj, DESCR) 
   1  signent spectacle (obj, DESCR) 
   1  signent sauvée (obj, DESCR) 
   1  signent rentrée (obj, DESCR) 
   1  signent poignant (obj, DESCR) 
   1  signent minisérie (obj, DESCR) 
   1  signent biographie (obj, DESCR) 
   1  signent autoportraits (obj, DESCR) 
   1  signent Room (obj, DESCR) 
   1  signée Nanni (obj, TITRE) 
   1  signe tribune (obj, DESCR) 
   1  signe tome (obj, DESCR) 
   1  signe technothriller (obj, DESCR) 
   1  signe retour (obj, DESCR) 
   1  signe polar (obj, DESCR) 
   1  signe passionnant (obj, DESCR) 
   1  signé partenariat (obj, DESCR) 
   1  signe exploration (obj, DESCR) 
   1  signe existence (obj, DESCR) 
   1  signe essai (obj, DESCR) 
   1  signe enquête (obj, DESCR) 
   1  signe comédie (obj, DESCR) 
   1  signé classique (obj, DESCR) 
   1  signe biographie (obj, DESCR) 
   1  signe bel (obj, DESCR) 
   1  signe beau (obj, DESCR) 
   1  signe autobiographie (obj, DESCR) 
   1  signe auteurs (obj, DESCR) 
   1  signe ample (obj, DESCR) 
   1  signe album (obj, DESCR) 
   1  signe adaptation (obj, DESCR) 
   1  signé accord (obj, DESCR) 
   1  signé Yves (obj, DESCR) 
   1  signe Société (obj, DESCR) 
   1  signé Raphaëlle (obj, DESCR) 
   1  signe Peur (obj, DESCR) 
   1  signe Petite (obj, DESCR) 
   1  signe Dostoïevski (obj, DESCR) 
   1  signe Dernière (obj, DESCR) 
   1  signé Annabelle (obj, DESCR) 
   1  signe -clos (obj, DESCR) 
   1  signalé reprise (obj, DESCR) 
   1  sifflera fois (obj, TITRE) 
   1  sifflera choix (obj, TITRE) 
   1  sifflera Route (obj, TITRE) 
   1  sifflera Rose (obj, TITRE) 
   1  ses qui (obj, DESCR) 
   1  ses langage (obj, DESCR) 
   1  servir but (obj, TITRE) 
   1  servir auteurs (obj, DESCR) 
   1  servant auteurs (obj, DESCR) 
   1  sert thriller (obj, DESCR) 
   1  sert cocktail (obj, TITRE) 
   1  seront seules (obj, DESCR) 
   1  séparant ultraorthodoxes (obj, DESCR) 
   1  sentimentale rencontre (obj, DESCR) 
   1  sénégalaise douce-amère (obj, TITRE) 
   1  sème vent (obj, TITRE) 
   1  sème vent (obj, DESCR) 
   1  sème terreur (obj, DESCR) 
   1  semblent déracinés (obj, TITRE) 
   1  semaine mélange (obj, DESCR) 
   1  semaine kurde (obj, DESCR) 
   1  semaine enregistrement (obj, DESCR) 
   1  semaine concerts (obj, DESCR) 
   1  semaine compositions (obj, DESCR) 
   1  semaine cocktail (obj, DESCR) 
   1  sélectionner images (obj, DESCR) 
   1  sélectionné quinzaine (obj, DESCR) 
   1  sélectionné propositions (obj, DESCR) 
   1  sélectionné lieux (obj, DESCR) 
   1  sélectionné expositions (obj, DESCR) 
   1  sélectionné douzaine (obj, DESCR) 
   1  sélectionné concerts (obj, DESCR) 
   1  sélectionné choix (obj, DESCR) 
   1  séjourné Cet (obj, DESCR) 
   1  séduisant collectionneurs (obj, DESCR) 
   1  séduire public (obj, DESCR) 
   1  secoue Etats-Unis (obj, DESCR) 
   1  se voyait (obj, DESCR) 
   1  se tiendra (obj, DESCR) 
   1  se tiend (obj, DESCR) 
   1  se tenait (obj, DESCR) 
   1  se sentir (obj, DESCR) 
   1  se retrouvés (obj, DESCR) 
   1  se profile (obj, DESCR) 
   1  se momifier (obj, TITRE) 
   1  se met (iobj, TITRE) 
   1  se formes (obj, DESCR) 
   1  se font (iobj, TITRE) 
   1  se filmer (obj, TITRE) 
   1  se faire (iobj, DESCR) 
   1  se entendre (obj, TITRE) 
   1  se emparées (iobj, DESCR) 
   1  se dresse (iobj, DESCR) 
   1  se dissimuler (obj, DESCR) 
   1  se dire (obj, TITRE) 
   1  se détendre (iobj, DESCR) 
   1  se déroulées (iobj, DESCR) 
   1  se déroule (obj, DESCR) 
   1  se croire (obj, TITRE) 
   1  se constitue (iobj, DESCR) 
   1  se confondre (obj, DESCR) 
   1  se colorise (obj, TITRE) 
   1  se cherchent (iobj, TITRE) 
   1  se changer (iobj, TITRE) 
   1  sculpter corps (obj, DESCR) 
   1  sculpte couleur (obj, TITRE) 
   1  savoureux créés (obj, DESCR) 
   1  savoure noir (obj, DESCR) 
   1  savoir procureur (obj, DESCR) 
   1  savoir jeudi (obj, DESCR) 
   1  savent ce (obj, DESCR) 
   1  sauver villa (obj, TITRE) 
   1  sauver théâtre (obj, DESCR) 
   1  sauver saison (obj, DESCR) 
   1  sauver musique (obj, TITRE) 
   1  sauver interprètes (obj, DESCR) 
   1  sauver frère (obj, DESCR) 
   1  sauver forêts (obj, TITRE) 
   1  sauver façade (obj, DESCR) 
   1  sauver été (obj, TITRE) 
   1  sauver édifice (obj, DESCR) 
   1  sauver bijou (obj, DESCR) 
   1  sauver activité (obj, DESCR) 
   1  sauvent concerts (obj, TITRE) 
   1  sauvé site (obj, DESCR) 
   1  sarcle mal (obj, TITRE) 
   1  samedi théâtre (obj, DESCR) 
   1  samedi novembre (obj, DESCR) 
   1  samedi février (obj, DESCR) 
   1  samedi fait (obj, TITRE) 
   1  saluer artiste (obj, DESCR) 
   1  salue texte (obj, DESCR) 
   1  salue style (obj, DESCR) 
   1  salue geste (obj, DESCR) 
   1  salue érudition (obj, DESCR) 
   1  salué engagement (obj, DESCR) 
   1  salue dispositif (obj, DESCR) 
   1  salue audaces (obj, DESCR) 
   1  sait rien (obj, DESCR) 
   1  sait Monde (obj, DESCR) 
   1  saisit métamorphose (obj, DESCR) 
   1  saisit instant (obj, DESCR) 
   1  saisit corps (obj, TITRE) 
   1  saisir melting-pot (obj, DESCR) 
   1  saisi moments (obj, DESCR) 
   1  saisi Cour (obj, DESCR) 
   1  saint Paul (obj, TITRE) 
   1  sacré poétesse (obj, DESCR) 
   1  sacré morceau (obj, TITRE) 
   1  sacré ce (iobj, DESCR) 
   1  saboter services (obj, TITRE) 
   1  sa voie (obj, DESCR) 
   1  sa quintet (obj, DESCR) 
   1  sa nous (iobj, DESCR) 
   1  sa guerre (obj, TITRE) 
   1  sa centre (obj, DESCR) 
   1  sa Jordan (obj, DESCR) 
   1  sa ­collection (obj, DESCR) 
   1  s' montrée (iobj, DESCR) 
   1  s' connaître (obj, DESCR) 
   1  s Supersonic (obj, TITRE) 
   1  s Flying (obj, TITRE) 
   1  russe clandestine (obj, TITRE) 
   1  russe Serebrennikov (obj, TITRE) 
   1  russe Nina (obj, DESCR) 
   1  rouvrira lui (obj, DESCR) 
   1  rouvrir théâtres (obj, DESCR) 
   1  rouvrir salles (obj, TITRE) 
   1  rouvrir musées (obj, DESCR) 
   1  rouvrir coup (obj, DESCR) 
   1  rouvre théâtre (obj, DESCR) 
   1  rouvre salle (obj, TITRE) 
   1  rouvre portes (obj, TITRE) 
   1  rouvre fouille (obj, TITRE) 
   1  rouvre cinéma (obj, TITRE) 
   1  rouvre Théâtre (obj, TITRE) 
   1  rouvre Pas (obj, DESCR) 
   1  rouvrait salles (obj, DESCR) 
   1  rouvert semaine (obj, DESCR) 
   1  rouvert pièce (obj, DESCR) 
   1  rouvert image (obj, DESCR) 
   1  roucouler retraite (obj, TITRE) 
   1  ronge forces (obj, DESCR) 
   1  rompre lien (obj, DESCR) 
   1  romancier Alasdair (obj, TITRE) 
   1  risquer prison (obj, DESCR) 
   1  risque prison (obj, TITRE) 
   1  risque prison (obj, DESCR) 
   1  risque poursuite (obj, DESCR) 
   1  risque ans (obj, DESCR) 
   1  rire parents (obj, TITRE) 
   1  rien dire (obj, TITRE) 
   1  riche inédits (obj, DESCR) 
   1  revue polémiques (obj, DESCR) 
   1  révolutionné image (obj, TITRE) 
   1  révolutionné genre (obj, DESCR) 
   1  revoit vie (obj, TITRE) 
   1  revoir vainqueurs (obj, TITRE) 
   1  revoir tarification (obj, DESCR) 
   1  revoir duo (obj, DESCR) 
   1  revoir Normandie (obj, TITRE) 
   1  revoir Michel (obj, TITRE) 
   1  revoient programmation (obj, DESCR) 
   1  revivre œuvre (obj, DESCR) 
   1  revivre tranche (obj, DESCR) 
   1  revivre quotidien (obj, DESCR) 
   1  revivre projet (obj, DESCR) 
   1  revivre groupe (obj, DESCR) 
   1  revivre coup (obj, DESCR) 
   1  revivez triomphe (obj, TITRE) 
   1  revivez Parasite (obj, TITRE) 
   1  revisiter œuvre (obj, DESCR) 
   1  revisiter histoire (obj, DESCR) 
   1  revisiter cuisine (obj, TITRE) 
   1  revisitent patrimoine (obj, DESCR) 
   1  revisitent nô (obj, DESCR) 
   1  revisitent histoire (obj, DESCR) 
   1  revisitent Bambi (obj, TITRE) 
   1  revisité sac (obj, DESCR) 
   1  revisite projet (obj, DESCR) 
   1  revisite pas (obj, TITRE) 
   1  revisite mythes (obj, DESCR) 
   1  revisite mythe (obj, DESCR) 
   1  revisite époque (obj, DESCR) 
   1  revisite années (obj, DESCR) 
   1  revisite Mise (obj, DESCR) 
   1  revisitant changements (obj, DESCR) 
   1  revient ville (obj, DESCR) 
   1  revient réflexion (obj, DESCR) 
   1  revient passion (obj, DESCR) 
   1  revient méconnu (obj, TITRE) 
   1  revient maire (obj, DESCR) 
   1  revient film (obj, DESCR) 
   1  revient caverne (obj, DESCR) 
   1  revient auteur (obj, DESCR) 
   1  revient adaptation (obj, DESCR) 
   1  revient Composition (obj, DESCR) 
   1  revient Bataille (obj, DESCR) 
   1  reviennent trésor (obj, DESCR) 
   1  reviennent tissage (obj, DESCR) 
   1  reviennent rencontre (obj, DESCR) 
   1  reviennent produit (obj, DESCR) 
   1  reviennent poème-chant (obj, DESCR) 
   1  reviennent opéra (obj, DESCR) 
   1  reviennent musique (obj, DESCR) 
   1  reviennent édition (obj, DESCR) 
   1  reviennent cocktail (obj, DESCR) 
   1  reviennent classique (obj, DESCR) 
   1  reviennent black (obj, DESCR) 
   1  reviennent album (obj, DESCR) 
   1  reviennent Aujourd'hui (obj, DESCR) 
   1  reviennent 33-tours (obj, DESCR) 
   1  reviendra attente (obj, TITRE) 
   1  reverdir mélodies (obj, TITRE) 
   1  rêver monde (obj, TITRE) 
   1  rêver Lyse (obj, DESCR) 
   1  revenus démarche (obj, DESCR) 
   1  revenir zones (obj, DESCR) 
   1  revenir Parisiens (obj, TITRE) 
   1  revendiquent homosexualité (obj, TITRE) 
   1  revendique statut (obj, DESCR) 
   1  revendique orientation (obj, DESCR) 
   1  revendique opinions (obj, DESCR) 
   1  revendiqué côté (obj, DESCR) 
   1  révéler créativité (obj, DESCR) 
   1  révéler beauté (obj, DESCR) 
   1  révèlent mœurs (obj, DESCR) 
   1  révèlent état (obj, DESCR) 
   1  révèlent contradictions (obj, TITRE) 
   1  révèle œuvre (obj, DESCR) 
   1  révélé tournant (obj, DESCR) 
   1  révèle pressions (obj, DESCR) 
   1  révèle partie (obj, DESCR) 
   1  révèle panthéon (obj, DESCR) 
